"vmid","vmtype","createtime","releasetime"
"vm_220036","ecs.g1.xlarge","2019-01-02","2019-01-10"
"vm_60699","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_120510","ecs.g1.large","2019-01-02","2019-01-03"
"vm_158612","ecs.g1.large","2019-01-02","2019-01-03"
"vm_79557","ecs.g1.large","2019-01-02","2019-01-03"
"vm_143739","ecs.c1.2xlarge","2019-01-02","2019-01-04"
"vm_197009","ecs.g1.large","2019-01-02","2019-01-03"
"vm_123581","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_69986","ecs.g1.2xlarge","2019-01-02","2019-01-02"
"vm_163888","ecs.c1.large","2019-01-02","2019-01-03"
"vm_130730","ecs.g1.xlarge","2019-01-02","2019-01-10"
"vm_7317","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_45541","ecs.g1.large","2019-01-02","2019-01-03"
"vm_165361","ecs.c1.large","2019-01-02","\N"
"vm_68565","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_109827","ecs.g1.large","2019-01-02","2019-01-03"
"vm_58859","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_168811","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_138193","ecs.g1.2xlarge","2019-01-02","\N"
"vm_230991","ecs.g1.large","2019-01-02","2019-01-03"
"vm_50591","ecs.g1.2xlarge","2019-01-02","\N"
"vm_165360","ecs.c1.large","2019-01-02","\N"
"vm_92042","ecs.g1.large","2019-01-02","2019-01-03"
"vm_189233","ecs.g1.2xlarge","2019-01-02","2019-01-02"
"vm_224880","ecs.g1.2xlarge","2019-01-02","\N"
"vm_213853","ecs.g1.large","2019-01-02","2019-01-02"
"vm_163585","ecs.g1.large","2019-01-02","2019-01-03"
"vm_125203","ecs.g1.large","2019-01-02","2019-01-03"
"vm_165703","ecs.c1.large","2019-01-02","\N"
"vm_98094","ecs.g1.large","2019-01-02","2019-01-03"
"vm_47289","ecs.g1.large","2019-01-02","2019-01-03"
"vm_120050","ecs.g1.large","2019-01-02","2019-01-03"
"vm_229920","ecs.g1.xlarge","2019-01-02","2019-01-02"
"vm_42535","ecs.g1.large","2019-01-02","2019-01-03"
"vm_142793","ecs.c1.large","2019-01-02","2019-01-03"
"vm_89260","ecs.g1.large","2019-01-02","2019-01-03"
"vm_232008","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_60742","ecs.c1.large","2019-01-02","2019-02-09"
"vm_117971","ecs.g1.large","2019-01-02","2019-01-03"
"vm_164591","ecs.g1.xlarge","2019-01-02","\N"
"vm_4121","ecs.g1.large","2019-01-02","2019-01-03"
"vm_178023","ecs.c1.large","2019-01-02","\N"
"vm_151063","ecs.g1.2xlarge","2019-01-02","\N"
"vm_165793","ecs.c1.large","2019-01-02","\N"
"vm_84037","ecs.g1.large","2019-01-02","2019-01-03"
"vm_178557","ecs.c1.large","2019-01-02","\N"
"vm_224284","ecs.g1.large","2019-01-02","2019-01-02"
"vm_145868","ecs.g1.large","2019-01-02","2019-01-03"
"vm_57830","ecs.g1.large","2019-01-02","2019-01-03"
"vm_111988","ecs.c1.large","2019-01-02","2019-01-02"
"vm_197449","ecs.g1.large","2019-01-02","2019-01-03"
"vm_164588","ecs.g1.2xlarge","2019-01-02","\N"
"vm_145257","ecs.c1.large","2019-01-02","\N"
"vm_196381","ecs.g1.large","2019-01-02","2019-01-03"
"vm_16237","ecs.g1.large","2019-01-02","\N"
"vm_6235","ecs.g1.large","2019-01-02","2019-01-03"
"vm_93567","ecs.g1.large","2019-01-02","2019-01-03"
"vm_92200","ecs.g1.large","2019-01-02","2019-01-03"
"vm_182796","ecs.g1.large","2019-01-02","2019-01-03"
"vm_216891","ecs.c1.large","2019-01-02","\N"
"vm_171270","ecs.g1.xlarge","2019-01-02","2019-01-02"
"vm_165141","ecs.c1.large","2019-01-02","\N"
"vm_30774","ecs.g1.large","2019-01-02","2019-01-03"
"vm_230246","ecs.g1.large","2019-01-02","2019-01-03"
"vm_90833","ecs.g1.large","2019-01-02","2019-01-03"
"vm_124815","ecs.g1.large","2019-01-02","2019-01-03"
"vm_165792","ecs.c1.large","2019-01-02","\N"
"vm_198609","ecs.g1.large","2019-01-02","2019-01-03"
"vm_221395","ecs.g1.xlarge","2019-01-02","2019-01-02"
"vm_193669","ecs.g1.large","2019-01-02","2019-01-03"
"vm_135173","ecs.g1.large","2019-01-02","2019-01-03"
"vm_18284","ecs.g1.large","2019-01-02","2019-01-03"
"vm_63257","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_74209","ecs.c1.xlarge","2019-01-02","2019-01-03"
"vm_96582","ecs.g1.large","2019-01-02","2019-01-05"
"vm_222669","ecs.g1.large","2019-01-02","2019-01-03"
"vm_106644","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_160531","ecs.g1.large","2019-01-02","2019-01-03"
"vm_229103","ecs.g1.large","2019-01-02","2019-01-03"
"vm_168507","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_164592","ecs.g1.2xlarge","2019-01-02","\N"
"vm_164508","ecs.c1.large","2019-01-02","\N"
"vm_50906","ecs.g1.large","2019-01-02","2019-01-03"
"vm_162815","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_191774","ecs.c1.large","2019-01-02","2019-01-02"
"vm_221939","ecs.g1.large","2019-01-02","2019-01-03"
"vm_147851","ecs.g1.large","2019-01-02","2019-01-03"
"vm_209983","ecs.g1.large","2019-01-02","2019-01-03"
"vm_178549","ecs.g1.large","2019-01-02","\N"
"vm_178737","ecs.g1.2xlarge","2019-01-02","\N"
"vm_178022","ecs.g1.large","2019-01-02","\N"
"vm_216421","ecs.g1.large","2019-01-02","2019-01-03"
"vm_164594","ecs.r1.xlarge","2019-01-02","\N"
"vm_134813","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_104621","ecs.g1.large","2019-01-02","2019-01-03"
"vm_229966","ecs.g1.large","2019-01-02","2019-01-03"
"vm_164590","ecs.g1.xlarge","2019-01-02","\N"
"vm_167588","ecs.g1.large","2019-01-02","2019-01-03"
"vm_110901","ecs.g1.large","2019-01-02","2019-01-03"
"vm_177687","ecs.c1.large","2019-01-02","\N"
"vm_149046","ecs.g1.large","2019-01-02","2019-01-03"
"vm_164955","ecs.c1.2xlarge","2019-01-02","\N"
"vm_31011","ecs.c1.xlarge","2019-01-02","2019-01-03"
"vm_144715","ecs.g1.large","2019-01-02","2019-01-03"
"vm_39968","ecs.g1.xlarge","2019-01-02","2019-01-10"
"vm_177962","ecs.g1.2xlarge","2019-01-02","\N"
"vm_136306","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_177681","ecs.r1.large","2019-01-02","\N"
"vm_165656","ecs.c1.large","2019-01-02","\N"
"vm_84631","ecs.g1.large","2019-01-02","2019-01-03"
"vm_117898","ecs.g1.large","2019-01-02","2019-01-03"
"vm_209833","ecs.c1.2xlarge","2019-01-02","2019-01-02"
"vm_142981","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_165938","ecs.c1.xlarge","2019-01-02","\N"
"vm_44155","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_178769","ecs.g1.xlarge","2019-01-02","\N"
"vm_46858","ecs.g1.xlarge","2019-01-02","2019-01-10"
"vm_164605","ecs.c1.large","2019-01-02","\N"
"vm_59586","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_145787","ecs.c1.large","2019-01-02","2019-01-02"
"vm_75681","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_68471","ecs.g1.large","2019-01-02","2019-01-03"
"vm_19920","ecs.g1.large","2019-01-02","2019-01-03"
"vm_57536","ecs.c1.xlarge","2019-01-02","\N"
"vm_162941","ecs.g1.large","2019-01-02","2019-01-03"
"vm_37842","ecs.g1.xlarge","2019-01-02","2019-01-10"
"vm_172929","ecs.g1.large","2019-01-02","2019-01-03"
"vm_127831","ecs.g1.large","2019-01-02","2019-01-03"
"vm_119477","ecs.g1.large","2019-01-02","2019-01-03"
"vm_233397","ecs.g1.large","2019-01-02","2019-01-03"
"vm_6556","ecs.g1.large","2019-01-02","2019-01-03"
"vm_165864","ecs.g1.large","2019-01-02","\N"
"vm_177894","ecs.c1.xlarge","2019-01-02","\N"
"vm_119983","ecs.g1.large","2019-01-02","2019-01-03"
"vm_21768","ecs.g1.2xlarge","2019-01-02","\N"
"vm_180691","ecs.g1.2xlarge","2019-01-02","2019-01-10"
"vm_125291","ecs.g1.large","2019-01-02","2019-01-03"
"vm_83211","ecs.g1.large","2019-01-02","2019-01-03"
"vm_206982","ecs.c1.large","2019-01-02","2019-01-02"
"vm_41468","ecs.c1.large","2019-01-02","2019-01-02"
"vm_196907","ecs.g1.large","2019-01-02","2019-01-02"
"vm_178405","ecs.g1.xlarge","2019-01-02","\N"
"vm_165638","ecs.g1.large","2019-01-02","\N"
"vm_148666","ecs.g1.large","2019-01-02","2019-01-03"
"vm_61960","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_40781","ecs.g1.large","2019-01-02","2019-01-03"
"vm_81307","ecs.c1.2xlarge","2019-01-02","2019-01-02"
"vm_67196","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_166005","ecs.c1.2xlarge","2019-01-02","\N"
"vm_66601","ecs.g1.large","2019-01-02","2019-01-03"
"vm_164587","ecs.g1.xlarge","2019-01-02","\N"
"vm_154873","ecs.g1.large","2019-01-02","2019-01-03"
"vm_181058","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_8655","ecs.g1.large","2019-01-02","2019-01-02"
"vm_178176","ecs.g1.large","2019-01-02","\N"
"vm_165417","ecs.g1.large","2019-01-02","\N"
"vm_178558","ecs.g1.xlarge","2019-01-02","\N"
"vm_199683","ecs.g1.large","2019-01-02","2019-01-03"
"vm_171113","ecs.g1.large","2019-01-02","2019-01-03"
"vm_178876","ecs.c1.large","2019-01-02","\N"
"vm_107381","ecs.g1.large","2019-01-02","2019-01-03"
"vm_131460","ecs.g1.large","2019-01-02","2019-01-03"
"vm_28565","ecs.g1.large","2019-01-02","2019-01-03"
"vm_151901","ecs.g1.large","2019-01-02","2019-01-03"
"vm_219324","ecs.g1.large","2019-01-02","2019-01-03"
"vm_171834","ecs.g1.xlarge","2019-01-02","2019-01-10"
"vm_165863","ecs.c1.large","2019-01-02","\N"
"vm_224996","ecs.g1.large","2019-01-02","2019-01-03"
"vm_77504","ecs.g1.large","2019-01-02","2019-01-03"
"vm_138862","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_121602","ecs.g1.xlarge","2019-01-02","2019-01-03"
"vm_10096","ecs.g1.large","2019-01-02","2019-01-03"
"vm_192733","ecs.g1.large","2019-01-02","2019-01-03"
"vm_157701","ecs.g1.large","2019-01-02","2019-01-03"
"vm_171942","ecs.g1.large","2019-01-02","2019-01-03"
"vm_232998","ecs.g1.large","2019-01-02","2019-01-03"
"vm_164595","ecs.r1.xlarge","2019-01-02","\N"
"vm_178104","ecs.c1.large","2019-01-02","\N"
"vm_164593","ecs.g1.xlarge","2019-01-02","\N"
"vm_165437","ecs.c1.large","2019-01-02","\N"
"vm_190300","ecs.c1.large","2019-01-02","\N"
"vm_173480","ecs.g1.large","2019-01-02","2019-01-03"
"vm_181628","ecs.g1.large","2019-01-02","2019-01-03"
"vm_188137","ecs.g1.large","2019-01-02","2019-01-03"
"vm_60311","ecs.g1.large","2019-01-02","2019-01-06"
"vm_193662","ecs.g1.large","2019-01-02","2019-01-03"
"vm_11673","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_41134","ecs.g1.large","2019-01-02","2019-01-03"
"vm_133091","ecs.c1.large","2019-01-02","2019-01-02"
"vm_206563","ecs.g1.large","2019-01-02","2019-01-03"
"vm_165702","ecs.c1.xlarge","2019-01-02","\N"
"vm_28822","ecs.g1.large","2019-01-02","2019-01-03"
"vm_178475","ecs.c1.2xlarge","2019-01-02","\N"
"vm_165304","ecs.g1.xlarge","2019-01-02","\N"
"vm_137157","ecs.c1.xlarge","2019-01-02","2019-01-02"
"vm_103138","ecs.g1.xlarge","2019-01-02","2019-01-02"
"vm_196305","ecs.c1.large","2019-01-02","2019-01-02"
"vm_196138","ecs.c1.large","2019-01-03","2019-01-03"
"vm_165961","ecs.g1.xlarge","2019-01-03","\N"
"vm_26664","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_178548","ecs.c1.xlarge","2019-01-03","\N"
"vm_165980","ecs.c1.xlarge","2019-01-03","\N"
"vm_177998","ecs.c1.xlarge","2019-01-03","\N"
"vm_167173","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_176053","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_102762","ecs.c1.large","2019-01-03","2019-01-03"
"vm_216295","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_142544","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_74651","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_198412","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_157143","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_209715","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_178667","ecs.c1.xlarge","2019-01-03","\N"
"vm_164924","ecs.g1.xlarge","2019-01-03","\N"
"vm_177725","ecs.c1.large","2019-01-03","\N"
"vm_178726","ecs.c1.large","2019-01-03","\N"
"vm_211400","ecs.g1.large","2019-01-03","2019-01-03"
"vm_156618","ecs.c1.large","2019-01-03","2019-01-03"
"vm_144246","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_150996","ecs.g1.large","2019-01-03","\N"
"vm_206009","ecs.g1.xlarge","2019-01-03","2019-01-07"
"vm_186412","ecs.c1.large","2019-01-03","2019-01-03"
"vm_127761","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_10005","ecs.c1.large","2019-01-03","2019-01-03"
"vm_53412","ecs.g1.xlarge","2019-01-03","2019-01-03"
"vm_188668","ecs.c1.2xlarge","2019-01-03","2019-01-03"
"vm_164509","ecs.g1.large","2019-01-03","\N"
"vm_178666","ecs.c1.large","2019-01-03","\N"
"vm_108649","ecs.c1.large","2019-01-03","2019-01-03"
"vm_149292","ecs.g1.large","2019-01-03","\N"
"vm_124776","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_181678","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_108029","ecs.c1.large","2019-01-03","2019-01-04"
"vm_18243","ecs.c1.large","2019-01-03","2019-01-03"
"vm_15066","ecs.g1.large","2019-01-03","2019-01-08"
"vm_208666","ecs.c1.large","2019-01-03","2019-01-03"
"vm_9745","ecs.c1.large","2019-01-03","\N"
"vm_82390","ecs.c1.large","2019-01-03","2019-01-04"
"vm_177832","ecs.c1.xlarge","2019-01-03","\N"
"vm_44529","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_178144","ecs.c1.xlarge","2019-01-03","\N"
"vm_203535","ecs.g1.large","2019-01-03","2019-01-03"
"vm_165146","ecs.c1.xlarge","2019-01-03","\N"
"vm_33251","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_122081","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_157501","ecs.g1.large","2019-01-03","2019-01-03"
"vm_178439","ecs.c1.large","2019-01-03","\N"
"vm_133038","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_199548","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_98130","ecs.c1.large","2019-01-03","2019-01-03"
"vm_55135","ecs.g1.large","2019-01-03","\N"
"vm_64259","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_206058","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_111586","ecs.g1.xlarge","2019-01-03","2019-01-03"
"vm_120857","ecs.c1.large","2019-01-03","2019-01-03"
"vm_207986","ecs.c1.large","2019-01-03","2019-01-03"
"vm_220503","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_165599","ecs.r1.xlarge","2019-01-03","\N"
"vm_172746","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_28945","ecs.c1.large","2019-01-03","2019-01-03"
"vm_164963","ecs.c1.large","2019-01-03","\N"
"vm_113438","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_164900","ecs.g1.xlarge","2019-01-03","\N"
"vm_225378","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_46730","ecs.g1.2xlarge","2019-01-03","2019-01-03"
"vm_170459","ecs.g1.large","2019-01-03","2019-01-08"
"vm_54944","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_30723","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_59632","ecs.c1.large","2019-01-03","2019-01-04"
"vm_21048","ecs.c1.xlarge","2019-01-03","2019-01-03"
"vm_78545","ecs.c1.xlarge","2019-01-03","\N"
