"vmid","vmtype","createtime","releasetime"
"vm_243623","ecs.c1.large","2019-05-20","\N"
"vm_277021","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_54184","ecs.c1.large","2019-05-20","2019-05-20"
"vm_254564","ecs.c1.xlarge","2019-05-20","\N"
"vm_54291","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_108647","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_54404","ecs.g1.large","2019-05-20","2019-06-03"
"vm_54424","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_220035","ecs.c1.large","2019-05-20","2019-05-20"
"vm_182730","ecs.c1.large","2019-05-20","2019-05-21"
"vm_108987","ecs.c1.large","2019-05-20","2019-05-20"
"vm_210472","ecs.c1.large","2019-05-20","2019-05-20"
"vm_109041","ecs.c1.large","2019-05-20","2019-05-20"
"vm_54520","ecs.c1.large","2019-05-20","2019-05-20"
"vm_109113","ecs.c1.large","2019-05-20","2019-05-20"
"vm_276788","ecs.c1.large","2019-05-20","2019-05-20"
"vm_184717","ecs.c1.large","2019-05-20","2019-05-20"
"vm_165575","ecs.c1.large","2019-05-20","2019-05-20"
"vm_27324","ecs.g1.large","2019-05-20","2019-05-20"
"vm_54680","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_13679","ecs.c1.large","2019-05-20","2019-05-20"
"vm_243495","ecs.c1.2xlarge","2019-05-20","\N"
"vm_109691","ecs.g1.large","2019-05-20","2019-05-23"
"vm_109698","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_109848","ecs.c1.large","2019-05-20","2019-05-20"
"vm_54925","ecs.c1.large","2019-05-20","2019-05-21"
"vm_109972","ecs.c1.large","2019-05-20","2019-05-20"
"vm_243457","ecs.g1.large","2019-05-20","\N"
"vm_110063","ecs.c1.large","2019-05-20","2019-05-20"
"vm_276574","ecs.c1.large","2019-05-20","2019-05-20"
"vm_110165","ecs.c1.large","2019-05-20","2019-05-20"
"vm_249859","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_193812","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_110339","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_228878","ecs.c1.large","2019-05-20","2019-05-20"
"vm_27592","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_210373","ecs.c1.large","2019-05-20","2019-05-20"
"vm_6902","ecs.c1.large","2019-05-20","2019-05-20"
"vm_190482","ecs.g1.2xlarge","2019-05-20","2019-05-20"
"vm_55226","ecs.c1.large","2019-05-20","2019-05-20"
"vm_243494","ecs.c1.large","2019-05-20","\N"
"vm_110461","ecs.g1.2xlarge","2019-05-20","2019-05-21"
"vm_27627","ecs.c1.large","2019-05-20","2019-05-20"
"vm_276542","ecs.c1.large","2019-05-20","2019-05-20"
"vm_193792","ecs.c1.large","2019-05-20","2019-05-21"
"vm_110743","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_110840","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_228758","ecs.c1.xlarge","2019-05-20","2019-05-27"
"vm_13868","ecs.c1.large","2019-05-20","2019-05-20"
"vm_111063","ecs.c1.large","2019-05-20","2019-05-20"
"vm_276333","ecs.c1.xlarge","2019-05-20","2019-05-22"
"vm_294489","ecs.c1.large","2019-05-20","2019-05-20"
"vm_243360","ecs.c1.xlarge","2019-05-20","\N"
"vm_111394","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_111493","ecs.c1.large","2019-05-20","2019-05-20"
"vm_55756","ecs.c1.large","2019-05-20","2019-05-20"
"vm_215334","ecs.c1.large","2019-05-20","2019-05-20"
"vm_171850","ecs.c1.large","2019-05-20","2019-05-20"
"vm_27908","ecs.c1.large","2019-05-20","2019-05-20"
"vm_243316","ecs.c1.large","2019-05-20","\N"
"vm_197348","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_55846","ecs.g1.2xlarge","2019-05-20","2019-05-20"
"vm_210283","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_276193","ecs.c1.large","2019-05-20","2019-05-20"
"vm_267478","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_190426","ecs.c1.large","2019-05-20","2019-05-20"
"vm_112019","ecs.c1.large","2019-05-20","2019-05-20"
"vm_56048","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_276064","ecs.g1.large","2019-05-20","2019-06-03"
"vm_56094","ecs.g1.2xlarge","2019-05-20","2019-05-20"
"vm_112203","ecs.c1.large","2019-05-20","2019-05-20"
"vm_210255","ecs.c1.large","2019-05-20","2019-05-20"
"vm_228701","ecs.g1.large","2019-05-20","2019-05-20"
"vm_112341","ecs.c1.large","2019-05-20","2019-05-20"
"vm_112376","ecs.c1.large","2019-05-20","2019-05-20"
"vm_215209","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_202829","ecs.c1.large","2019-05-20","2019-05-20"
"vm_112481","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_112612","ecs.c1.large","2019-05-20","2019-05-20"
"vm_243227","ecs.c1.xlarge","2019-05-20","\N"
"vm_112706","ecs.c1.large","2019-05-20","2019-05-20"
"vm_7045","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_112754","ecs.c1.large","2019-05-20","2019-05-20"
"vm_112774","ecs.g1.2xlarge","2019-05-20","2019-05-21"
"vm_202817","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_254164","ecs.g1.large","2019-05-20","\N"
"vm_259750","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_202814","ecs.c1.large","2019-05-20","2019-05-20"
"vm_28242","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_56512","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_215159","ecs.c1.large","2019-05-20","2019-05-20"
"vm_243202","ecs.g1.xlarge","2019-05-20","\N"
"vm_165412","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_275868","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_243241","ecs.c1.xlarge","2019-05-20","\N"
"vm_263470","ecs.c1.large","2019-05-20","2019-05-20"
"vm_113290","ecs.c1.large","2019-05-20","2019-05-20"
"vm_28323","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_113342","ecs.c1.large","2019-05-20","2019-05-20"
"vm_294398","ecs.c1.large","2019-05-20","2019-05-20"
"vm_28391","ecs.c1.large","2019-05-20","2019-05-20"
"vm_275721","ecs.c1.large","2019-05-20","2019-05-20"
"vm_162839","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_259732","ecs.c1.large","2019-05-20","2019-05-20"
"vm_254084","ecs.c1.large","2019-05-20","\N"
"vm_254083","ecs.g1.large","2019-05-20","\N"
"vm_190353","ecs.c1.large","2019-05-20","2019-05-20"
"vm_113818","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_238438","ecs.g1.large","2019-05-20","2019-05-20"
"vm_7114","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_113987","ecs.c1.large","2019-05-20","2019-05-20"
"vm_249618","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_57008","ecs.c1.large","2019-05-20","2019-05-20"
"vm_28504","ecs.c1.large","2019-05-20","2019-05-20"
"vm_57046","ecs.c1.large","2019-05-20","2019-05-20"
"vm_215095","ecs.g1.2xlarge","2019-05-20","2019-05-20"
"vm_114123","ecs.c1.large","2019-05-20","\N"
"vm_275620","ecs.g1.large","2019-05-20","2019-05-20"
"vm_205704","ecs.c1.large","2019-05-20","2019-05-20"
"vm_114187","ecs.c1.large","2019-05-20","2019-05-21"
"vm_3568","ecs.g1.large","2019-05-20","2019-05-20"
"vm_267367","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_57122","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_275569","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_28562","ecs.c1.large","2019-05-20","2019-05-20"
"vm_57127","ecs.c1.large","2019-05-20","2019-05-20"
"vm_171739","ecs.c1.large","2019-05-20","2019-05-20"
"vm_114351","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_7144","ecs.g1.xlarge","2019-05-20","2019-05-26"
"vm_114523","ecs.c1.large","2019-05-20","2019-05-21"
"vm_28651","ecs.c1.large","2019-05-20","2019-05-20"
"vm_57373","ecs.c1.large","2019-05-20","2019-05-20"
"vm_114790","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_14353","ecs.c1.large","2019-05-20","2019-05-20"
"vm_114911","ecs.c1.large","2019-05-20","2019-05-20"
"vm_267354","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_57530","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_243060","ecs.g1.large","2019-05-20","\N"
"vm_275323","ecs.c1.large","2019-05-20","2019-05-20"
"vm_294338","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_57583","ecs.g1.large","2019-05-20","2019-05-20"
"vm_219595","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_187298","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_57637","ecs.g1.2xlarge","2019-05-20","2019-05-21"
"vm_115428","ecs.g1.2xlarge","2019-05-20","2019-05-20"
"vm_253957","ecs.c1.xlarge","2019-05-20","\N"
"vm_253956","ecs.c1.xlarge","2019-05-20","\N"
"vm_902","ecs.c1.large","2019-05-20","2019-05-20"
"vm_202741","ecs.c1.large","2019-05-20","2019-05-20"
"vm_275189","ecs.c1.large","2019-05-20","2019-05-20"
"vm_275163","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_259641","ecs.c1.large","2019-05-20","2019-05-20"
"vm_294313","ecs.c1.large","2019-05-20","2019-05-20"
"vm_115811","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_57923","ecs.g1.xlarge","2019-05-20","2019-05-26"
"vm_115875","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_115885","ecs.c1.large","2019-05-20","2019-05-20"
"vm_243001","ecs.c1.large","2019-05-20","\N"
"vm_243000","ecs.c1.large","2019-05-20","\N"
"vm_57963","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_238337","ecs.c1.large","2019-05-20","2019-05-20"
"vm_116204","ecs.c1.large","2019-05-20","2019-05-20"
"vm_234849","ecs.c1.xlarge","2019-05-20","2019-05-23"
"vm_259618","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_231783","ecs.c1.large","2019-05-20","2019-05-20"
"vm_14538","ecs.g1.large","2019-05-20","2019-05-20"
"vm_58160","ecs.c1.large","2019-05-20","2019-05-20"
"vm_116354","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_294282","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_58197","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_116513","ecs.c1.large","2019-05-20","2019-05-20"
"vm_231774","ecs.c1.large","2019-05-20","2019-05-20"
"vm_14565","ecs.c1.large","2019-05-20","2019-05-20"
"vm_200284","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_267249","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_116909","ecs.c1.large","2019-05-20","2019-05-20"
"vm_116941","ecs.g1.large","2019-05-20","2019-05-20"
"vm_263293","ecs.c1.large","2019-05-20","2019-05-20"
"vm_228525","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_117022","ecs.g1.large","2019-05-20","2019-05-20"
"vm_214919","ecs.g1.large","2019-05-20","2019-05-20"
"vm_224239","ecs.c1.large","2019-05-20","2019-05-20"
"vm_242925","ecs.g1.large","2019-05-20","\N"
"vm_242926","ecs.g1.large","2019-05-20","\N"
"vm_242927","ecs.g1.large","2019-05-20","\N"
"vm_117165","ecs.c1.large","2019-05-20","2019-05-20"
"vm_274789","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_117265","ecs.c1.xlarge","2019-05-20","2019-06-14"
"vm_58698","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_168823","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_58710","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_29377","ecs.c1.large","2019-05-20","2019-05-20"
"vm_168816","ecs.c1.large","2019-05-20","2019-05-20"
"vm_249438","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_200271","ecs.c1.large","2019-05-20","2019-05-20"
"vm_117737","ecs.c1.xlarge","2019-05-20","2019-05-27"
"vm_115","ecs.c1.large","2019-05-20","2019-05-20"
"vm_228488","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_29447","ecs.c1.large","2019-05-20","2019-05-20"
"vm_59032","ecs.c1.large","2019-05-20","2019-05-20"
"vm_14765","ecs.c1.large","2019-05-20","2019-05-20"
"vm_3692","ecs.g1.large","2019-05-20","2019-05-20"
"vm_160408","ecs.c1.large","2019-05-20","2019-05-20"
"vm_174665","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_118253","ecs.g1.large","2019-05-20","2019-05-20"
"vm_1847","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_14785","ecs.c1.large","2019-05-20","2019-05-20"
"vm_118329","ecs.c1.large","2019-05-20","2019-05-20"
"vm_118473","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_259513","ecs.c1.large","2019-05-20","2019-05-20"
"vm_7407","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_253758","ecs.c1.2xlarge","2019-05-20","\N"
"vm_177821","ecs.c1.large","2019-05-20","2019-05-20"
"vm_234747","ecs.c1.large","2019-05-20","2019-05-20"
"vm_59416","ecs.c1.large","2019-05-20","2019-05-20"
"vm_118842","ecs.c1.large","2019-05-20","2019-05-20"
"vm_118909","ecs.c1.large","2019-05-20","2019-05-20"
"vm_118952","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_160381","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_119062","ecs.c1.large","2019-05-20","2019-05-21"
"vm_253731","ecs.r1.xlarge","2019-05-20","\N"
"vm_160373","ecs.c1.large","2019-05-20","2019-05-20"
"vm_119260","ecs.g1.large","2019-05-20","2019-05-20"
"vm_59637","ecs.c1.large","2019-05-20","2019-05-20"
"vm_59727","ecs.c1.large","2019-05-20","2019-05-20"
"vm_274240","ecs.c1.large","2019-05-20","2019-05-20"
"vm_219327","ecs.c1.large","2019-05-20","2019-05-20"
"vm_197048","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_171552","ecs.c1.large","2019-05-20","2019-05-21"
"vm_119621","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_274209","ecs.c1.large","2019-05-20","2019-05-20"
"vm_193406","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_209775","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_29933","ecs.g1.2xlarge","2019-05-20","2019-05-20"
"vm_59882","ecs.c1.large","2019-05-20","2019-05-20"
"vm_119768","ecs.c1.large","2019-05-20","2019-05-20"
"vm_224130","ecs.c1.large","2019-05-20","2019-05-20"
"vm_119773","ecs.c1.large","2019-05-20","2019-05-20"
"vm_29956","ecs.g1.2xlarge","2019-05-20","2019-05-20"
"vm_119852","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_242721","ecs.c1.large","2019-05-20","2019-05-20"
"vm_119911","ecs.c1.large","2019-05-20","2019-05-20"
"vm_274130","ecs.c1.large","2019-05-20","2019-05-21"
"vm_119945","ecs.c1.large","2019-05-20","2019-05-21"
"vm_253684","ecs.c1.large","2019-05-20","\N"
"vm_190100","ecs.c1.large","2019-05-20","2019-05-20"
"vm_253683","ecs.c1.2xlarge","2019-05-20","\N"
"vm_238133","ecs.c1.xlarge","2019-05-20","2019-05-27"
"vm_120069","ecs.c1.large","2019-05-20","2019-05-20"
"vm_120084","ecs.c1.large","2019-05-20","2019-05-20"
"vm_120182","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_120220","ecs.c1.large","2019-05-20","2019-05-20"
"vm_205405","ecs.c1.large","2019-05-20","2019-05-20"
"vm_15039","ecs.c1.large","2019-05-20","2019-05-20"
"vm_253649","ecs.g1.large","2019-05-20","\N"
"vm_228372","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_120638","ecs.g1.large","2019-05-20","2019-05-20"
"vm_120676","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_187085","ecs.g1.large","2019-05-20","2019-05-23"
"vm_120766","ecs.c1.large","2019-05-20","2019-05-20"
"vm_197090","ecs.c1.large","2019-05-20","2019-05-21"
"vm_273891","ecs.c1.large","2019-05-20","2019-05-20"
"vm_273888","ecs.c1.large","2019-05-20","2019-05-20"
"vm_60435","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_234635","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_60499","ecs.c1.large","2019-05-20","2019-05-20"
"vm_60535","ecs.c1.large","2019-05-20","2019-05-20"
"vm_121092","ecs.g1.large","2019-05-20","2019-05-20"
"vm_60578","ecs.c1.large","2019-05-20","2019-05-20"
"vm_177736","ecs.c1.large","2019-05-20","2019-05-20"
"vm_60615","ecs.c1.large","2019-05-20","2019-05-20"
"vm_3792","ecs.c1.large","2019-05-20","2019-05-20"
"vm_196980","ecs.g1.2xlarge","2019-05-20","2019-05-20"
"vm_121456","ecs.g1.large","2019-05-20","2019-05-20"
"vm_60769","ecs.c1.large","2019-05-20","2019-05-20"
"vm_1899","ecs.c1.large","2019-05-20","2019-05-20"
"vm_30388","ecs.c1.large","2019-05-20","2019-05-20"
"vm_60779","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_15199","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_164995","ecs.c1.large","2019-05-20","2019-05-20"
"vm_60833","ecs.g1.2xlarge","2019-05-20","2019-05-20"
"vm_273674","ecs.g1.large","2019-05-20","2019-06-03"
"vm_121755","ecs.c1.large","2019-05-20","2019-05-21"
"vm_160288","ecs.c1.large","2019-05-20","2019-05-20"
"vm_174520","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_60933","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_253539","ecs.c1.large","2019-05-20","\N"
"vm_253538","ecs.g1.2xlarge","2019-05-20","\N"
"vm_60959","ecs.g1.large","2019-05-20","2019-05-20"
"vm_122025","ecs.c1.large","2019-05-20","2019-05-20"
"vm_61016","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_160280","ecs.c1.large","2019-05-20","2019-05-20"
"vm_253546","ecs.g1.large","2019-05-20","\N"
"vm_168670","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_253547","ecs.g1.xlarge","2019-05-20","\N"
"vm_61165","ecs.c1.large","2019-05-20","2019-05-20"
"vm_122481","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_122480","ecs.g1.large","2019-05-20","2019-05-20"
"vm_219173","ecs.c1.large","2019-05-20","2019-05-20"
"vm_61347","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_184411","ecs.c1.large","2019-05-20","2019-05-20"
"vm_253548","ecs.g1.xlarge","2019-05-20","\N"
"vm_274449","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_122833","ecs.c1.large","2019-05-20","2019-05-20"
"vm_209598","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_122881","ecs.g1.large","2019-05-20","2019-05-20"
"vm_122914","ecs.c1.large","2019-05-20","2019-05-20"
"vm_122931","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_242425","ecs.c1.large","2019-05-20","2019-05-20"
"vm_168649","ecs.c1.large","2019-05-20","2019-05-20"
"vm_7694","ecs.c1.large","2019-05-20","2019-05-20"
"vm_123240","ecs.c1.large","2019-05-20","2019-05-20"
"vm_123254","ecs.c1.large","2019-05-20","2019-05-20"
"vm_228263","ecs.g1.large","2019-05-20","2019-05-20"
"vm_174450","ecs.c1.large","2019-05-20","2019-05-20"
"vm_61657","ecs.g1.large","2019-05-20","2019-06-03"
"vm_123352","ecs.c1.large","2019-05-20","2019-05-20"
"vm_273252","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_262990","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_123702","ecs.c1.large","2019-05-20","2019-05-20"
"vm_61884","ecs.c1.large","2019-05-20","2019-05-20"
"vm_273158","ecs.c1.large","2019-05-20","2019-05-20"
"vm_200066","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_1936","ecs.g1.large","2019-05-20","2019-05-20"
"vm_61959","ecs.c1.large","2019-05-20","2019-05-20"
"vm_123951","ecs.c1.large","2019-05-20","2019-05-20"
"vm_231460","ecs.c1.large","2019-05-20","2019-05-20"
"vm_223875","ecs.c1.large","2019-05-20","2019-05-20"
"vm_253365","ecs.g1.2xlarge","2019-05-20","\N"
"vm_253364","ecs.g1.xlarge","2019-05-20","\N"
"vm_242323","ecs.g1.large","2019-05-20","2019-05-20"
"vm_266740","ecs.c1.large","2019-05-20","2019-05-21"
"vm_196850","ecs.c1.large","2019-05-20","2019-05-20"
"vm_124249","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_174411","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_242315","ecs.g1.large","2019-05-20","2019-05-20"
"vm_231434","ecs.c1.large","2019-05-20","2019-05-20"
"vm_31117","ecs.c1.large","2019-05-20","2019-05-20"
"vm_124471","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_124473","ecs.c1.large","2019-05-20","2019-05-20"
"vm_174396","ecs.c1.large","2019-05-20","2019-05-20"
"vm_124616","ecs.c1.large","2019-05-20","2019-05-20"
"vm_162530","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_223840","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_15600","ecs.c1.large","2019-05-20","2019-05-20"
"vm_124819","ecs.g1.large","2019-05-20","2019-05-20"
"vm_219076","ecs.g1.large","2019-05-20","2019-05-20"
"vm_124940","ecs.c1.large","2019-05-20","2019-05-20"
"vm_202467","ecs.c1.large","2019-05-20","2019-05-20"
"vm_125006","ecs.c1.xlarge","2019-05-20","2019-05-21"
"vm_125025","ecs.c1.large","2019-05-20","2019-05-20"
"vm_291982","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_164852","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_15649","ecs.g1.2xlarge","2019-05-20","2019-05-21"
"vm_202460","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_125262","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_31342","ecs.r1.large","2019-05-20","2019-05-21"
"vm_125406","ecs.c1.large","2019-05-20","2019-05-20"
"vm_125434","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_62737","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_125594","ecs.c1.large","2019-05-20","2019-05-20"
"vm_31399","ecs.g1.large","2019-05-20","2019-06-03"
"vm_171322","ecs.c1.large","2019-05-20","2019-05-20"
"vm_125791","ecs.c1.large","2019-05-20","2019-05-21"
"vm_186884","ecs.c1.large","2019-05-20","2019-05-20"
"vm_218971","ecs.c1.large","2019-05-20","2019-05-20"
"vm_214453","ecs.c1.large","2019-05-20","2019-05-20"
"vm_168575","ecs.c1.large","2019-05-20","2019-05-20"
"vm_189848","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_125947","ecs.c1.large","2019-05-20","2019-05-20"
"vm_62998","ecs.c1.large","2019-05-20","2019-05-20"
"vm_126051","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_126066","ecs.c1.large","2019-05-20","2019-05-20"
"vm_126071","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_199987","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_126156","ecs.g1.large","2019-05-20","2019-06-03"
"vm_1973","ecs.c1.large","2019-05-20","2019-05-27"
"vm_31571","ecs.c1.large","2019-05-20","2019-05-20"
"vm_126317","ecs.c1.large","2019-05-20","2019-05-20"
"vm_184156","ecs.c1.large","2019-05-20","2019-05-21"
"vm_126327","ecs.c1.large","2019-05-20","2019-05-21"
"vm_126346","ecs.c1.large","2019-05-20","2019-05-20"
"vm_272556","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_15796","ecs.c1.large","2019-05-20","2019-05-20"
"vm_171302","ecs.c1.large","2019-05-20","2019-05-20"
"vm_272530","ecs.c1.large","2019-05-20","2019-05-20"
"vm_126485","ecs.c1.large","2019-05-20","2019-05-20"
"vm_184145","ecs.c1.large","2019-05-20","2019-05-20"
"vm_126549","ecs.g1.2xlarge","2019-05-20","2019-05-20"
"vm_223734","ecs.c1.xlarge","2019-05-20","2019-05-20"
"vm_160150","ecs.c1.large","2019-05-20","2019-05-21"
"vm_231361","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_182334","ecs.c1.large","2019-05-20","2019-05-20"
"vm_63374","ecs.g1.large","2019-05-20","2019-05-20"
"vm_272442","ecs.c1.2xlarge","2019-05-20","2019-05-20"
"vm_237786","ecs.c1.2xlarge","2019-05-20","2019-05-21"
"vm_249006","ecs.c1.2xlarge","2019-05-20","2019-05-20"
